vr_unbrain,vl_unbrain,prev_vl,prev_vr,vl_real,vr_real
5.6751395412,-22.5841090390,-21.4956064791,7.0299851606,14.0226264795,-5.3660059969
12.0183648059,-21.4322104997,-22.6385136171,5.7560048172,0.0000000000,-32.6559821765
8.6821350473,-15.8951990253,-21.5085863790,12.0008377454,0.0000000000,-34.4924290975
12.1881388846,-12.2892261443,-15.9988467082,8.8297417548,-11.2782984972,-28.1319578489
10.5509750681,-13.9484613888,-12.4777279315,12.1866623438,-18.8497046630,-28.0457059542
9.2689142985,-15.1771549411,-13.9193273732,10.6022101878,-4.7517602642,-29.0755848090
7.9351377055,-16.2571415653,-15.1054655454,9.3089943832,-19.2282974720,-50.7873535156
6.5390010859,-17.6423482808,-16.3090768457,7.9902370077,-66.6666666667,-66.6666666667
5.2789084223,-18.7361470800,-17.5129862223,6.6585501191,-66.6666666667,-66.6666666667
5.2470586588,-18.6859916173,-18.7131869286,5.3160400640,-66.6666666667,-66.6666666667
19.7693051717,-3.9730701335,-18.7131869286,5.3160400640,-66.6666666667,-66.6666666667
22.2765802667,-1.3171541921,-3.9663642935,19.9089513735,-66.6666666667,-66.6666666667
23.5373557324,0.0312046701,-1.2680800972,22.2969751172,-66.6666666667,-66.6666666667
24.9133088464,1.4661663995,0.0677052505,23.4966683719,-66.6666666667,-66.6666666667
25.8471460402,2.7241000645,1.3902656060,24.7034131583,-66.6666666667,-66.6666666667
27.0077775561,4.0241772146,2.7033823141,25.9154963894,-66.6666666667,-66.6666666667
28.4068602150,5.3475937638,4.0169795286,27.1269429057,-66.6666666667,-66.6666666667
29.3726217746,6.7445121873,5.3434173108,28.3295351204,-66.6666666667,-66.6666666667
30.6569193369,8.0206978416,6.6903704628,29.5175405565,-66.6666666667,-66.6666666667
31.7452527250,9.5444562376,8.0539152262,30.6928717033,-66.6666666667,-66.6666666667
33.0704528812,10.6278384054,9.4175866160,31.8664672917,-53.7303805351,-66.6666666667
34.2291371421,12.1280239387,10.7605187449,33.0531245120,-60.5666915576,-66.6666666667
35.3566822650,13.3561230297,12.0710867591,34.2617704774,-56.0393850009,-64.8284713427
36.7667067944,14.5986184590,13.3571422437,35.4874633687,-41.0383900007,-55.0599416097
37.5751389773,15.7805592224,14.6435472411,36.7123732127,-42.1098113060,-66.6666666667
39.0066951579,17.3635926341,15.9539657951,37.9188684992,-38.1267150243,-66.1483645439
40.3291349153,18.7135890602,17.2886328175,39.1065827610,-25.4091540972,-56.7863782247
41.5069892156,20.0839124150,18.6217226960,40.2952676416,-25.4672288895,-44.5961872737
41.6031832890,19.8716085289,19.9277475292,41.5050694926,-6.2578514218,-34.6104939779
43.8438843960,22.5305939129,19.9277475292,41.5050694926,-17.1942571799,-34.2803398768
43.3903155234,13.9479453348,22.5199659409,43.9403107019,9.3274414539,-20.3802128633
39.8498647308,16.2483051226,14.0042820091,43.3780277996,17.4902796745,-3.7596948445
31.5912704889,9.0161365036,16.1641712395,39.8849015316,29.3561617533,-5.9359987577
23.1771810574,0.5545614521,8.8013474591,31.6810255892,18.1657910347,0.0000000000
15.7439476218,-5.1551126410,0.3664103359,23.1752342341,32.1392019590,-6.4358542363
12.8672178104,-8.1196114807,-5.1889455413,15.6308837262,15.5089219411,0.0000000000
14.3080318061,-6.3942559954,-8.0185431979,12.8012801710,20.8344221115,8.1342071295
17.6835050668,-3.2376758905,-6.3958665941,14.3766134034,21.5939939022,-4.0772510072
13.8716557638,-5.7178762237,-3.1426366681,17.5851873265,17.4749910831,0.0000000000
13.7578477624,-5.5489359702,-5.7835442141,13.8669852932,15.2764161428,9.2008769512
9.5154505567,-9.2984682676,-5.7835442141,13.8669852932,35.9498262405,4.3842256069
8.8807236092,-7.9956803947,-9.3028418740,9.5106009107,12.3124122620,6.7379802465
9.9813459905,-6.0233184048,-7.8044526382,8.7730533864,23.7951954206,0.0000000000
9.9358108275,-5.9586812731,-5.9948405362,9.9236265639,13.1496141354,-6.2532871962
12.2036974305,-3.3110261900,-5.9948405362,9.9236265639,21.4213669300,-4.4664849838
14.2353161466,-7.7812500997,-3.3962871248,12.3050766233,27.0076652368,0.0000000000
15.3317756140,-6.5667375354,-7.8507973049,14.3239266418,21.6661433379,-3.5860712330
16.9021244696,-5.3322349228,-6.5667704327,15.4997883456,21.2944666545,0.0000000000
17.8976045062,-4.4338326372,-5.2244869815,16.7263210744,32.3251565297,12.7041399479
19.2628509924,-3.2337073553,-4.5010230443,18.0265050014,20.7563896974,0.0000000000
20.5641577003,-1.8127865774,-3.1721084714,19.2113344812,33.5249582926,-9.3835771084
21.5661357215,-0.5237642369,-1.8191058301,20.4075682937,19.1279470921,-8.6483617624
8.9329533497,-24.3406348366,-0.4670798151,21.5984574912,25.2383013566,-10.8570287625
11.3171134503,-21.7690780459,-24.4284259470,8.9954293584,30.5846532186,0.0000000000
14.2163399137,-24.3167662942,-21.7761779149,11.2513907475,33.1267615159,0.0000000000
12.8482862682,-25.4837567976,-24.1943684595,14.1758649058,15.3804222743,6.1815241973
11.6342510030,-26.6202067131,-25.4319239093,12.8662363283,20.8196640015,-9.0505629778
8.6735651513,-19.2711763269,-26.6721867982,11.5549873631,21.1388369401,0.0000000000
11.8301523751,-20.7184986338,-19.1776746140,8.6973035612,18.9825316270,-5.1859498024
11.7074653452,-20.8190058562,-20.8376598813,11.8035332850,24.0363975366,0.0000000000
8.8477147178,-22.0136165257,-20.8376598813,11.8035332850,12.2806300720,7.9837282499
8.8517350968,-21.9625162499,-21.9426647080,8.8411041532,26.0911742846,-6.3035716613
4.5249502883,-15.3731177966,-21.9426647080,8.8411041532,19.1842675209,5.7480742534
8.3966537900,-17.1034323114,-15.3582085230,4.6009068853,30.1241815090,0.0000000000
8.4768523387,-17.0196997270,-17.1397301775,8.4082935007,4.4445052743,9.5650056998
5.7741421716,-19.5337444632,-17.1397301775,8.4082935007,27.1941602230,-15.1103844245
2.5518520979,-10.3958046327,-19.5663832369,5.7560130049,20.4085250696,6.0867011547
11.3547714124,-13.3973456010,-10.4270602822,2.6336327529,25.0893811385,-6.3566992680
11.3786148936,-13.6125266771,-13.5520552526,11.4085715188,25.6249467532,-4.3191427986
9.8195444790,-15.2735038883,-13.5520552526,11.4085715188,31.1715344588,0.0000000000
8.1774877154,-16.3333791332,-15.1230510874,9.7328927647,30.6466321150,-6.1953390638
7.1714123732,-17.4854757905,-16.3704453256,8.3793797387,23.1175919374,0.0000000000
5.7387682797,-18.6977471405,-17.5750235392,7.0629636664,32.6295912266,-6.4702341954
7.7362267874,-20.3334483201,-18.7746433239,5.7403199986,12.3101601998,0.0000000000
6.3199223724,-21.5189084232,-20.4146142579,7.8482816243,9.6463650465,-13.3770813545
8.1807656277,-23.0327696825,-21.5841244749,6.5196015904,-13.1540954113,-39.5773847898
5.0179232201,-15.3638136708,-23.1780304121,8.2540191812,-35.6438875198,-39.6155238152
11.9300976268,-12.6690913279,-15.3190307355,5.3708090854,-35.6724103292,-66.6666666667
10.4533447818,-14.0097915107,-12.5875974028,11.8470898692,-25.7932543755,-61.3541483879
8.8942290376,-15.5559845368,-13.9891253990,10.6199549815,-35.4387839635,-54.6558459600
7.4848361694,-16.7151075417,-15.5102457311,8.9124776974,-38.2604122162,-59.6712430318
6.4875527283,-17.9850785555,-16.6996665188,7.6260800163,-45.3209280968,-57.9213658969
5.0752276271,-19.1681001723,-17.9101868136,6.3147412905,-47.4241177241,-66.6666666667
3.7906203852,-20.4127554687,-19.1189471456,4.9933139659,-41.0805821419,-66.6666666667
2.3816974660,-21.6335149624,-20.3217587993,3.6599867614,-65.1809891065,-66.6666666667
1.0777518973,-22.8462424886,-21.5172710592,2.3142430030,-66.6666666667,-66.6666666667
-0.3130131589,-23.9273211579,-22.7066476213,0.9596158590,-66.6666666667,-66.6666666667
-1.6718510444,-25.0525454404,-23.8938292668,-0.3963134017,-66.6666666667,-66.6666666667
26.3018019941,3.0659931985,-25.0845027015,-1.7440982532,-66.6666666667,-66.6666666667
27.5089184510,4.4100755436,3.0764208729,26.2836379162,-66.6666666667,-66.6666666667
28.5905081019,5.8651558771,4.3924288786,27.4924188740,-66.6666666667,-66.6666666667
29.9231854850,7.0941008720,5.7000043500,28.7062140878,-66.6666666667,-66.6666666667
31.2156598311,8.2980685843,7.0133935512,29.9155978217,-66.6666666667,-66.6666666667
32.2867371049,9.5992150099,8.3452725826,31.1115114574,-66.6666666667,-66.6666666667
33.4802636428,11.1332369426,9.6966116875,32.2926057485,-66.6666666667,-66.6666666667
34.7981980390,12.3747979989,11.0521763947,33.4691646015,-66.6666666667,-66.6666666667
35.9410005728,13.7180136870,12.3880480403,34.6584340568,-66.6666666667,-66.6666666667
37.1539244206,14.7965813297,13.6885480991,35.8725035437,-66.6666666667,-66.6666666667
38.1827977372,15.9416068562,14.9610608351,37.1068554014,-64.1949574153,-66.6666666667
39.5425690304,17.5305326198,16.2354697520,38.3398461953,-52.3418148359,-66.6666666667
40.7239990622,18.9094747824,17.5425535608,39.5483592795,-66.6666666667,-66.6666666667
41.8723444260,20.1989669382,18.8853765870,40.7298287785,-40.4332240423,-66.6666666667
43.0371230550,21.5324475389,20.2348441356,41.9065223317,-34.9827686946,-60.9149416288
44.2894697749,22.9670097841,21.5615392334,43.1014521517,-15.7011826833,-40.4751896858
45.4953600412,24.1731296689,22.8723432069,44.3093898913,-21.6076493263,-26.1083483696
47.5959641302,19.6707873995,24.2070786019,45.4984397025,-10.5020125707,-36.2244168917
38.1957482223,23.0398887520,19.8127122935,47.4653881464,-11.6348773241,-23.1166879336
41.0140629574,14.7868993562,22.9625343345,38.2543877396,14.8450801770,-16.8064316114
32.4107541257,15.3293280755,14.7173796034,41.1010543704,4.9161846439,0.0000000000
23.6228951059,7.2173997471,15.2879421219,32.2711762687,17.0598347982,-3.7339672446
15.3342571186,-0.5724839330,7.1924380363,23.5613225809,7.5997193654,-15.6046817700
9.8690876773,-5.7093948243,-0.5946829536,15.3861823048,27.3997664452,-11.0941886902
9.8289785985,-5.3500119448,-5.5600281990,9.7197182727,30.4718871911,0.0000000000
10.7770483701,-5.4108607469,-5.3477454170,9.9879526977,18.2845652103,-11.3980273406
13.3306907693,-12.6349435479,-5.4405180658,10.8787633634,29.7329207261,-4.8715631167
15.6392945260,-15.6080413561,-12.6925986447,13.3962713128,20.9603667259,0.0000000000
16.7216535656,-14.0600174960,-15.4882955757,15.6520799511,23.9666660627,0.0000000000
17.9833868075,-12.8496225544,-14.0738453530,16.9234205117,19.5140480995,0.0000000000
18.2675806250,-12.8115505723,-12.7198344596,18.1372459498,39.5123402278,4.3696552515
19.3220544269,-11.4614528908,-12.7198344596,18.1372459498,26.8069485823,0.0000000000
20.5805630035,-10.0626687052,-11.3926391089,19.3346700859,19.6844776471,-4.5006796718
21.7942781033,-8.6267031362,-10.0840449855,20.5315031648,36.3773465157,0.0000000000
22.9580569800,-7.5135330721,-8.7882711033,21.7323094373,19.4375157356,-11.0379079978
23.2322769180,-6.1732061902,-7.5012536188,22.9361657870,35.3854298592,8.4309190512
24.2417630251,-4.5299762860,-5.9923990062,23.0428334597,19.2472199599,-6.5103948116
23.2241006798,-11.4220549055,-4.6965837453,24.2287806271,26.7375369867,0.0000000000
9.7529302740,-24.8102859345,-11.3148737771,23.2106271347,30.6182165941,0.0000000000
8.2128670326,-22.4804568739,-24.7190090894,9.6426621902,33.9025894801,0.0000000000
6.7419402669,-23.6782804998,-22.3798500181,8.2360423167,13.9384001493,5.3540065885
5.6222351217,-24.8180076421,-23.5387733884,6.9197660186,18.4849123160,0.0000000000
4.1843718974,-26.0172086305,-24.7468730130,5.5810923159,18.4644242128,8.8828623295
1.4436773620,-17.6983686679,-25.9552027183,4.2739467772,29.7584275405,-5.5517971516
0.5009286729,-18.8705794053,-17.7967542006,1.3625866858,26.6599675020,5.7149425149
-0.9819792256,-20.2331215433,-18.9275498738,0.4679853065,22.3661204179,0.0000000000
5.9987965621,-22.6771081970,-20.1613764642,-0.8619749026,16.6325440009,-8.0465142926
4.8640831078,-23.6798717056,-22.6452713646,6.0615624660,13.2856329282,0.0000000000
3.3117070959,-25.1196206821,-23.7848789619,4.8261410161,21.7142740885,-5.8967952927
8.8537914221,-20.3517841541,-24.9994601679,3.4511246614,11.9461198648,0.0000000000
7.1544097885,-14.3069926505,-20.4343595042,8.8229148424,18.0695911249,5.1500231028
7.9756786906,-16.9048249475,-14.4957787986,7.2812902306,35.0174784660,4.8671389620
5.8735925913,-13.4295445329,-16.9680731271,8.1062734753,21.7206199964,8.8817546765
4.6359333253,-14.9060056350,-13.6546393631,5.9277436544,12.4896913767,0.0000000000
3.3144452773,-16.0111309702,-14.8592007345,4.6068224484,18.1738217672,-4.6812524398
1.9944451533,-17.3416849528,-16.0834717067,3.2720356859,24.1313119729,-7.3289304972
0.0478344133,-14.8656958512,-17.2982405968,1.9519046330,18.4899210930,9.4103197257
5.7838927028,-17.1285179663,-14.8175986679,0.0267329722,31.3488006592,6.2920083602
9.5480757944,-18.8847664983,-17.0726536267,5.9174736375,23.6564616362,-14.5370056232
8.5417549225,-20.2707486761,-18.9354234834,9.6399144938,13.2544457912,0.0000000000
6.8571322080,-21.3553999148,-20.1483060094,8.3166990341,29.0846069654,0.0000000000
4.4941509512,-15.4322137073,-21.3776028653,6.9558089728,22.7512319883,-3.7745932738
3.1030822215,-16.6730567258,-15.5243629742,4.3518844142,7.8552405039,-9.4578007857
4.9326275269,-18.1654378593,-16.6860452749,3.0469875915,0.0000000000,-32.0762912432
9.4860172336,-11.7151896158,-18.3216551244,4.8845263616,-18.5000598431,-35.8297864596
9.5111722733,-11.8285206767,-11.7362422965,9.4441687861,-22.9838987192,-38.7104272842
7.0477913224,-14.3339088878,-11.8872992757,9.3777846324,-23.4640359879,-46.8700607618
5.7519973193,-15.2800667743,-14.2335857829,7.0219249144,-28.0883193016,-54.2226274808
4.3116887990,-16.6286473889,-15.4714143793,5.6249137949,-37.9607597987,-66.6666666667
3.1179960902,-17.8555901362,-16.6600899020,4.3004225528,-51.8014947573,-63.7292782466
1.6547764079,-19.1686182393,-17.8545572268,2.9636460756,-57.9641580582,-59.4937562943
0.3187096109,-20.2966230962,-19.0488644652,1.6246246716,-52.8279304504,-66.6666666667
-1.0031528456,-21.4408515993,-20.2445165330,0.2886205682,-66.6666666667,-66.6666666667
-2.2762881343,-22.9566440273,-21.4443704074,-1.0395349619,-64.4837816556,-66.6666666667
-3.8628024500,-23.8703056997,-22.6508059252,-2.3565201907,-66.6666666667,-66.6666666667
-4.8074478517,-24.9964318790,-23.8642403805,-3.6623636456,-66.6666666667,-66.6666666667
-6.2617566698,-26.0809541575,-25.0820649638,-4.9615918664,-66.6666666667,-66.6666666667
-7.7975740172,-27.5274488452,-26.2988185209,-6.2625070604,-66.6666666667,-66.6666666667
-8.8312142559,-28.5608183857,-27.5082966967,-7.5738688144,-66.6666666667,-66.6666666667
30.0201124311,10.2630101485,-28.7072740454,-8.8997248160,-66.6666666667,-66.6666666667
31.0932867358,11.5401240597,10.2353024676,29.8988059229,-66.6666666667,-66.6666666667
31.1690956728,11.5973228084,11.5677695952,31.0921397249,-66.6666666667,-66.6666666667
33.6052191577,14.3974936440,11.5677695952,31.0921397249,-66.6666666667,-66.6666666667
34.7083387625,15.3551817031,14.1775339518,33.5196389381,-66.6666666667,-66.6666666667
36.0372783827,16.8299868896,15.4621652183,34.7494065819,-60.7078870138,-66.6666666667
37.0605590739,18.0627094077,16.7615579169,35.9686360176,-54.0832201640,-66.6666666667
38.3802804739,19.4506011374,18.0963053691,37.1610514830,-66.6666666667,-66.6666666667
39.4591429963,20.8793224112,19.4644194491,38.3275494203,-62.2792681058,-66.6666666667
40.8334485638,22.1921384387,20.8391539781,39.4886524531,-51.7395496368,-66.6666666667
41.7771924494,23.4631632583,22.1903981656,40.6680863486,-27.7258614699,-66.6666666667
43.0526175449,24.8059701548,23.5113897022,41.8713046549,-30.0227542718,-53.4971038500
43.0238883447,24.7137115568,24.8241514035,43.0804892028,-17.5258755684,-46.9858328501
45.4650726698,27.4607356662,24.8241514035,43.0804892028,-31.1395843824,-52.0348628362
45.4498421299,27.6691913184,27.4927635624,45.4595734496,-15.8714870612,-16.3241883119
48.6268766448,23.2327281501,27.4927635624,45.4595734496,-19.6282744408,-20.6664482752
39.8021750047,21.3285571596,23.3560215170,48.8058359750,11.9799703360,7.3948994279
30.4188057930,15.5480897280,21.2259991102,39.6469073554,24.9806125959,17.0517047246
21.9605558704,7.6316028082,15.5692116393,30.2783964016,25.4497885704,-8.3696385225
15.4514436653,1.2441063880,7.7115407341,21.9585673391,23.8682051500,-9.7307950258
10.0523236745,-3.7893502132,1.3418614099,15.2110290202,13.7791494528,4.9780915181
9.9028091699,-3.9497046144,-3.8443279998,9.9976056915,21.7888156573,-11.8299623330
9.7368705554,-4.0135648704,-3.8443279998,9.9976056915,16.3744946321,-4.0490443508
15.6770554078,-2.6958858066,-3.9649800412,9.8442238352,16.3145224253,-6.9272269805
9.9321765574,-6.9387206806,-2.7313600357,15.6821325003,23.7231254578,0.0000000000
10.4252323602,-6.4074610238,-6.8838406296,9.8122715609,17.4481391907,-9.6600939830
9.4354807501,-7.7009900010,-6.3104952368,10.4145109631,13.1349752347,-7.4094603459
13.1651717215,-11.6845963190,-7.4961234798,9.5029080002,21.1718678474,-9.2015196880
13.2131354906,-11.6250908979,-11.6657801811,13.2580006558,28.5880307357,-19.0144181252
14.4931014738,-10.3233230410,-11.6657801811,13.2580006558,24.3480404218,0.0000000000
20.0112450738,-19.6810708111,-10.4334676299,14.3638952386,17.0822302500,10.1080795129
19.9601530066,-19.7427571310,-19.5770590386,19.8489193546,15.3052330017,-5.7696272930
20.8149113255,-18.3625539233,-19.5770590386,19.8489193546,15.6105568012,0.0000000000
19.4004820701,-16.5464296625,-18.4011752590,20.9791918560,31.6604773204,-5.4348935684
21.1301611753,-21.1383373046,-16.4481786785,19.1713209573,25.9295582771,-16.5698071321
17.7199700875,-17.2875763982,-21.0741999215,21.2835465375,66.6666666667,-66.6666666667
18.6184051332,-16.3365584003,-17.3909666254,17.4946966677,66.6666666667,-66.6666666667
20.9000684716,-20.7352976469,-16.1770680693,18.6161384605,66.6666666667,-66.6666666667
26.8148121370,-26.8825058952,-20.7481005169,21.0171901625,66.6666666667,-66.6666666667
32.7825729778,-33.0671707594,-26.7937851995,26.8850191800,66.6666666667,-66.6666666667
38.6271139277,-38.9364252482,-32.9422801743,32.7929650560,66.6666666667,-66.6666666667
44.4196855637,-44.5401836560,-38.8887938048,38.6993933602,66.6666666667,-66.6666666667
50.1213845004,-50.2752885037,-44.6778097033,44.4229180697,66.6666666667,-23.2172648112
56.0587376880,-56.3280766393,-50.3903183452,50.1709198742,21.5339759986,20.8823581537
55.1730489817,-57.4830323832,-56.2901705520,56.0894730942,38.3479674657,23.4492441018
49.2012310094,-51.1885405446,-57.5298899243,55.0569635735,-66.6666666667,-66.6666666667
45.3120694741,-46.7351388447,-51.0593763470,49.2320372867,-61.9501352310,-66.6666666667
39.3993782446,-40.5148566635,-46.7263146866,45.2678272711,-66.6666666667,-66.6666666667
38.8223547946,-41.0665176418,-40.5491766135,39.3855919316,-66.6666666667,-66.6666666667
42.3023742876,-37.2635333090,-40.9812059676,38.7449217120,-66.6666666667,-66.6666666667
43.4433024874,-36.0738989572,-37.4175658534,42.3145866954,-66.6666666667,-66.6666666667
44.6908765061,-34.4254305006,-36.0000285782,43.4712514944,-47.0648050308,-64.8095051448
45.6727918728,-33.2356973673,-34.5619401471,44.5179186880,-16.2367562453,-27.3984313011
46.5062307952,-32.0235465438,-33.2786395654,45.5391543012,32.6018393040,4.2351414760
37.7750197114,-29.0477287217,-32.1094280556,46.6045742432,32.8330516815,7.7165593704
33.2678674167,-32.6746382515,-29.1295416812,37.6035758176,25.6580889225,14.6165311337
34.6813888362,-30.7229871740,-32.6454515670,33.2589582680,28.1373659770,0.0000000000
30.3980150603,-27.9440034062,-30.6741381552,34.5978169880,26.9126772881,0.0000000000
31.5918881580,-26.4362063303,-27.7547097502,30.5227788541,20.1182087262,10.4822427034
30.3738281856,-24.7061825241,-26.4738989176,31.5274262588,23.3832895756,0.0000000000
23.9214692192,-21.9651031393,-24.6261062047,30.3726414688,66.6666666667,-18.4687097867
25.4223642165,-20.5524337238,-21.9575780345,24.1750705876,66.6666666667,-48.0011701584
27.0570296627,-23.4941767408,-20.6495760508,25.2805953473,66.6666666667,-56.8949182828
26.9888443683,-23.4583783111,-23.4493189962,27.0760042669,66.6666666667,-66.6666666667
37.0122900920,-37.5306172884,-23.4493189962,27.0760042669,66.6666666667,-66.6666666667
42.8523816829,-43.2238061709,-37.3904862606,37.0349309526,66.6666666667,-66.6666666667
42.8688685519,-43.1739410511,-43.2992553512,42.8679752003,66.6666666667,-66.6666666667
48.4491383650,-49.1085513368,-43.2992553512,42.8679752003,66.6666666667,-14.3621464570
54.4334871986,-54.5317633190,-48.9854554803,48.5673236611,66.6666666667,-26.8844862779
60.0421084353,-60.6238286981,-54.6500292928,54.3871016242,5.3663755457,18.1578457355
65.7288934706,-66.4506810345,-60.7350157214,60.1170471211,-30.7848493258,-30.5836776892
62.6062699514,-68.4492787543,-66.3614994345,65.7038579722,-66.6666666667,-66.6666666667
61.4704325365,-58.1366075249,-68.5179004831,62.5314515370,-66.6666666667,-66.6666666667
61.3045157588,-58.3438420781,-58.2537650995,61.3286579645,-39.2483671506,-64.0993992488
60.4857299786,-57.8899658732,-58.2537650995,61.3286579645,-47.1758961678,-58.8332573573
62.6010708950,-55.0471834768,-57.9997399412,60.4841766935,0.0000000000,0.0000000000
63.5053344785,-53.7246114026,-55.1334816948,62.5440546692,26.4460563660,31.1079939206
54.6170565019,-50.8376254524,-53.9454991480,63.6229614818,39.0928347905,39.9836301804
54.5886653575,-50.8477243353,-50.7428047403,54.6488263888,29.8536777496,30.5539011955
44.3587204909,-42.7647333022,-50.7428047403,54.6488263888,18.6491866906,45.5219030380
38.0560545872,-37.1362385573,-42.7199287745,44.2971604444,-20.7828978697,16.5844569604
37.9748554972,-37.1314749133,-37.0652196002,38.1321131358,66.6666666667,-21.9054102898
25.0963171858,-25.4384282263,-37.0652196002,38.1321131358,66.2215113640,0.0000000000
27.6302636524,-28.1089455169,-25.5516330040,25.1195710362,66.6666666667,-42.3077066739
26.3941581422,-29.0771865673,-27.9897594123,27.7418547463,66.6666666667,-30.4154515266
33.4597825994,-33.7717136842,-29.0987833278,26.4239785675,66.6666666667,12.3544355234
33.1655838035,-33.7381648748,-33.7611640092,33.3493747169,47.0502694448,11.5396877130
35.2420208592,-37.6828813717,-33.7611640092,33.3493747169,44.5274670919,22.5805739562
35.1531542246,-37.8602656964,-37.8063453958,35.2287000822,-35.1972659429,-24.6907790502
33.9701094234,-39.1238933998,-37.8063453958,35.2287000822,-45.0940052668,-31.5124630928
32.8520859168,-40.2219650965,-39.0607655421,33.9672242407,-66.6666666667,-59.6425255140
29.9473568311,-31.7636647492,-40.2183089098,32.7282795239,-66.6666666667,-66.6666666667
30.0620482741,-31.5051394180,-31.8507196693,30.0429107756,-66.6666666667,-66.6666666667
27.3182447989,-33.5289090093,-31.3746000077,30.0595263669,-66.6666666667,-66.6666666667
27.4214442539,-33.4753742312,-33.6155568976,27.4258971991,-66.6666666667,-66.6666666667
26.1950884316,-34.6941969458,-33.6155568976,27.4258971991,-66.6666666667,-66.6666666667
24.9439347452,-36.0690492568,-34.8055804514,26.1851454716,-66.6666666667,-66.6666666667
38.3622748511,-21.9703318691,-36.0273815274,24.9089879831,-66.6666666667,-59.2119097710
38.3180154435,-22.0455984440,-22.1114882354,38.4251118305,-6.6215301553,14.3733342489
39.7481275820,-20.6915144420,-22.1114882354,38.4251118305,-17.2869086266,21.1968342463
40.9731556934,-19.5339703013,-20.7159937264,39.5940702711,21.6422498226,64.7859970729
31.7426784452,-16.4529011067,-19.4311463507,40.7707865572,17.7273571491,58.6096763611
22.2817350312,-13.4850125734,-16.4121488358,31.7176732141,22.6480523745,66.6666666667
17.7316970632,-17.6902666803,-13.4142399912,22.3798120411,27.1644155184,66.6666666667
19.6208880122,-14.9114729337,-17.6398165205,17.8159955053,37.4927639961,66.6666666667
22.5548340125,-10.9015872162,-14.9087443595,19.6977469834,28.0924220880,66.6666666667
23.7175865569,-9.6982674424,-10.9119410399,22.5545747371,32.7817062537,53.6047418912
23.7164924994,-9.7161135593,-9.6087139414,23.7497253190,32.8375717004,64.1967773438
26.2276845935,-7.0830637100,-9.6087139414,23.7497253190,35.3558580081,61.4633003871
26.1584081087,-7.0866838067,-7.0374752111,26.1645566749,37.4638438225,64.8017168045
27.4302060301,-5.8359232714,-7.0374752111,26.1645566749,26.1101186275,66.6666666667
29.7587410893,-3.0776526467,-5.7453235759,27.3682096224,8.2672094305,64.2139951388
30.9021870302,-1.6134434578,-3.0851822158,29.7346308971,-28.4561991692,56.4829071363
21.6609164979,1.3349368943,-1.7334047174,30.9041916200,-50.9289105733,56.3278953234
12.5078000012,4.4846390327,1.4057790501,21.7654525687,-66.6666666667,50.8202433586
3.5308816350,7.5404365369,4.4435502998,12.4713883344,-66.6666666667,58.1226110458
-4.6619967270,11.4394247371,7.6745405989,3.4925866714,-55.2936116854,57.7841321627
-13.5136013448,14.5219385906,11.4922705919,-4.5862897139,-59.3801418940,57.5016260147
-19.5657725652,20.4742817270,14.7043284445,-13.3322097421,-51.9947369893,55.3418676058
-25.6432820660,26.2933046532,20.5124759472,-19.4826190160,-26.5540520350,46.6743787130
-32.0026771849,31.9706356987,26.2814275125,-25.7003063976,34.7141345342,64.7526939710
-33.8195746623,34.2647900468,32.0272967179,-31.8922099172,38.1336967150,53.2520254453
-32.3669377502,35.4617742589,34.3208650927,-33.7898123024,33.7347229322,45.7280874252
-31.1545455212,36.6603834120,35.4834184791,-32.4268692224,36.4126602809,44.5088386536
-29.7331594186,37.7987729689,36.6111786465,-31.1540276857,28.3506989479,26.0838150978
-28.6191782783,38.7552167215,37.7191032116,-29.9080461145,27.2593756517,9.3933810790
-25.7808922218,32.4196041266,38.8387940566,-28.5777923693,26.2156844139,0.0000000000
-22.4500979085,23.1821458735,32.1006953767,-25.8179091953,-4.3753956755,-11.3281051318
-16.3613673982,17.1181268629,23.1730562951,-22.4713520427,-12.1273020903,-47.1461335818
-10.2214128546,10.7842989406,17.0727279504,-16.2337740022,-29.0575762590,-55.9479514758
-11.8077251419,9.0806815262,10.6795090567,-10.3019760080,-40.0529146194,-65.6801342964
-12.8799563680,7.6241170210,9.0261719376,-11.7771696867,-50.8541742961,-66.6666666667
-13.0907574205,7.7089007824,7.7002970140,-13.0007323051,-66.6666666667,-66.6666666667
-15.2057744162,5.0166039972,7.7002970140,-13.0007323051,-66.6666666667,-66.6666666667
-16.5164800972,3.6676273329,5.0503955598,-15.4216454813,-66.6666666667,-66.6666666667
-17.8055310318,2.3296301070,3.7170646700,-16.6247435106,-66.6666666667,-66.6666666667
-17.7880216181,2.2378077278,2.3767609106,-17.8234430237,-66.6666666667,-66.6666666667
-19.1313141889,0.9681550107,2.3767609106,-17.8234430237,-66.6666666667,-66.6666666667
-20.2036320001,-0.2934116003,1.0314251282,-19.0184237972,-66.6666666667,-66.6666666667
-22.4946755360,-3.0520096062,-0.3150483500,-20.2116713143,-66.6666666667,-66.6666666667
-22.3679890489,-3.0890995670,-2.9913365472,-22.6054572797,-66.6666666667,-66.6666666667
-23.8672109560,-4.2851090031,-2.9913365472,-22.6054572797,-66.6666666667,-66.6666666667
-25.2046615564,-5.6674793959,-4.3139880920,-23.8112132783,-66.6666666667,-66.6666666667
-27.2966494723,-8.2455541294,-5.6273105130,-25.0227656213,-66.6666666667,-66.6666666667
